selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
295000,21000,Petrol,Dealer,Manual,Second Owner,5
2050000,66363,Petrol,Dealer,Automatic,Second Owner,8
1475000,11700,Petrol,Dealer,Automatic,First Owner,2
1100000,10000,Petrol,Individual,Automatic,First Owner,3
4400000,100000,Diesel,Individual,Automatic,Second Owner,6
670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,4
750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,5
760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,5
850000,20000,Petrol,Dealer,Automatic,Second Owner,3
390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,5
450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,4
425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,6
770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,4
1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,5
775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,5
1725000,23974,Diesel,Dealer,Automatic,Second Owner,2
2150000,43000,Diesel,Dealer,Automatic,First Owner,4
450000,1000,Diesel,Dealer,Manual,Second Owner,7
3800000,10000,Diesel,Dealer,Automatic,First Owner,2
1580000,86000,Diesel,Dealer,Automatic,First Owner,7
4950000,30000,Diesel,Dealer,Automatic,First Owner,1
535000,52600,Diesel,Individual,Manual,First Owner,4
225000,110000,Petrol,Individual,Manual,Second Owner,8
550000,19890,Petrol,Dealer,Automatic,First Owner,3
625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,5
520000,10510,Petrol,Dealer,Automatic,First Owner,3
239000,41000,Petrol,Dealer,Manual,First Owner,4
2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,3
229999,49824,Petrol,Dealer,Manual,First Owner,8
1300000,58500,Diesel,Dealer,Automatic,First Owner,7
80000,56580,Petrol,Dealer,Manual,First Owner,15
385000,52000,Diesel,Dealer,Manual,First Owner,8
600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,3
350000,50000,Petrol,Individual,Manual,Second Owner,7
114999,30000,Petrol,Individual,Manual,First Owner,6
380000,50000,Petrol,Individual,Manual,Second Owner,7
95000,100000,Petrol,Individual,Manual,Second Owner,25
900000,35000,Diesel,Individual,Manual,First Owner,4
200999,90000,Petrol,Individual,Manual,Second Owner,8
229999,11451,Petrol,Individual,Manual,First Owner,6
800000,60000,Diesel,Individual,Manual,First Owner,1
150000,172000,Diesel,Individual,Manual,Second Owner,8
600000,60000,Diesel,Individual,Manual,First Owner,2
150000,150000,Diesel,Individual,Manual,First Owner,15
150000,66000,Diesel,Individual,Manual,First Owner,11
380000,5000,Petrol,Individual,Manual,First Owner,1
80000,66508,Petrol,Individual,Manual,Second Owner,14
225000,55000,Petrol,Individual,Manual,Second Owner,13
75000,29900,Petrol,Individual,Manual,First Owner,8
1600000,3000,Diesel,Individual,Manual,First Owner,3
185000,85000,Diesel,Individual,Manual,First Owner,8
425000,50000,Diesel,Individual,Manual,First Owner,9
100000,120000,Diesel,Individual,Manual,Second Owner,10
140000,90000,Petrol,Individual,Manual,Third Owner,12
710000,8000,Petrol,Individual,Automatic,First Owner,3
450000,7900,Petrol,Individual,Automatic,First Owner,5
210000,50000,Petrol,Individual,Manual,First Owner,3
270000,25000,Petrol,Individual,Manual,First Owner,4
110000,20000,Petrol,Individual,Manual,First Owner,11
540000,17500,Petrol,Individual,Manual,First Owner,2
145000,25000,Petrol,Individual,Manual,First Owner,12
360000,206500,Diesel,Individual,Manual,First Owner,7
250000,88600,LPG,Individual,Manual,First Owner,7
110000,80000,Diesel,Individual,Manual,First Owner,8
250000,100000,Diesel,Individual,Manual,Fourth & Above Owner,12
150000,186000,Diesel,Individual,Manual,Second Owner,9
140000,60000,Petrol,Individual,Manual,First Owner,10
925000,11000,Petrol,Individual,Manual,First Owner,1
969999,30000,Diesel,Individual,Manual,First Owner,3
90000,80000,CNG,Individual,Manual,Third Owner,13
55000,60000,Petrol,Individual,Manual,Third Owner,19
155000,100000,Diesel,Individual,Manual,Fourth & Above Owner,13
900000,15000,Diesel,Individual,Manual,First Owner,1
135000,90000,Petrol,Individual,Manual,First Owner,9
180000,120000,Petrol,Individual,Manual,First Owner,8
495000,100000,Diesel,Individual,Manual,Second Owner,7
400000,138000,Diesel,Individual,Manual,Third Owner,11
250000,110000,Diesel,Individual,Manual,Second Owner,12
138000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5
311000,70000,Petrol,Individual,Automatic,Second Owner,9
190000,70000,Petrol,Individual,Manual,First Owner,5
311000,140000,Diesel,Individual,Manual,First Owner,9
300000,15000,Petrol,Individual,Manual,First Owner,11
600000,20000,Petrol,Individual,Manual,First Owner,2
550000,100000,Diesel,Individual,Manual,First Owner,11
600000,70000,Petrol,Individual,Automatic,First Owner,5
195000,5000,Petrol,Individual,Manual,First Owner,2
58000,27974,Petrol,Individual,Manual,First Owner,7
183000,40000,Petrol,Individual,Manual,First Owner,2
95000,80000,Petrol,Individual,Manual,First Owner,13
250000,38000,Petrol,Individual,Manual,First Owner,7
400000,35000,Petrol,Individual,Manual,First Owner,6
409999,60000,Diesel,Individual,Manual,Second Owner,8
120000,120000,Diesel,Individual,Manual,Second Owner,16
600000,18000,Petrol,Individual,Automatic,First Owner,2
600000,10000,Petrol,Individual,Manual,First Owner,4
825000,90000,Diesel,Individual,Manual,Third Owner,5
625000,80000,Diesel,Individual,Manual,Second Owner,4
700000,1400,Diesel,Individual,Manual,First Owner,0
160000,60000,Petrol,Individual,Manual,First Owner,9
114999,60000,Petrol,Individual,Manual,Third Owner,9
150000,53000,Petrol,Individual,Manual,First Owner,11
250000,100000,Diesel,Dealer,Manual,First Owner,10
390000,86000,Diesel,Dealer,Manual,Second Owner,8
650000,100000,Diesel,Individual,Manual,First Owner,5
600000,30000,Diesel,Individual,Manual,First Owner,4
250000,120000,Petrol,Individual,Manual,First Owner,9
229999,60000,LPG,Individual,Manual,Second Owner,9
299000,50000,Diesel,Individual,Manual,Second Owner,4
330000,124000,Diesel,Individual,Manual,Second Owner,10
180000,100000,Petrol,Individual,Manual,Third Owner,8
475000,42000,Petrol,Individual,Manual,First Owner,3
325000,100000,Diesel,Individual,Manual,First Owner,5
639000,28205,Petrol,Dealer,Manual,First Owner,4
415000,32670,Petrol,Dealer,Automatic,First Owner,3
1199000,30093,Diesel,Dealer,Automatic,First Owner,4
525000,56228,CNG,Dealer,Manual,First Owner,7
425000,59319,Petrol,Dealer,Manual,First Owner,7
699000,39503,Diesel,Dealer,Manual,First Owner,4
325000,35299,Petrol,Dealer,Manual,First Owner,7
275000,51687,Petrol,Dealer,Manual,First Owner,9
269000,76259,Petrol,Dealer,Automatic,First Owner,9
399000,44049,Diesel,Dealer,Manual,First Owner,7
475000,45087,Diesel,Dealer,Manual,First Owner,3
249000,41125,Petrol,Dealer,Manual,First Owner,9
1549000,42215,Diesel,Dealer,Automatic,First Owner,6
254999,54206,Petrol,Dealer,Manual,First Owner,9
269000,52547,Petrol,Dealer,Manual,First Owner,8
665000,59110,Diesel,Dealer,Manual,First Owner,6
299000,54565,Petrol,Dealer,Manual,First Owner,6
265000,47564,Petrol,Dealer,Manual,Second Owner,10
211000,45143,Petrol,Dealer,Manual,Second Owner,10
599000,61624,Petrol,Dealer,Automatic,Second Owner,7
55000,195000,Diesel,Individual,Manual,Third Owner,13
550000,50000,Diesel,Individual,Manual,First Owner,6
4000000,68000,Diesel,Individual,Automatic,First Owner,2
220000,120000,Diesel,Individual,Manual,Second Owner,10
500000,20000,Petrol,Individual,Manual,First Owner,1
140000,30000,Petrol,Individual,Manual,First Owner,10
325000,60000,Diesel,Individual,Manual,First Owner,7
210000,90000,Petrol,Individual,Manual,Third Owner,10
110000,90000,Petrol,Individual,Manual,Second Owner,12
1200000,25000,Diesel,Individual,Manual,First Owner,1
229999,40000,Petrol,Individual,Manual,First Owner,3
165000,132000,Petrol,Individual,Manual,First Owner,14
525000,10980,Petrol,Dealer,Automatic,First Owner,2
325000,20629,Petrol,Dealer,Manual,First Owner,2
1500000,50000,Diesel,Individual,Manual,First Owner,2
400000,30000,Petrol,Individual,Automatic,First Owner,5
550000,69782,Petrol,Dealer,Manual,First Owner,5
98000,54000,Petrol,Individual,Manual,First Owner,17
900000,63654,Diesel,Dealer,Manual,First Owner,7
700000,60000,Diesel,Individual,Manual,First Owner,3
890000,52000,Diesel,Dealer,Manual,First Owner,5
490000,59385,Diesel,Dealer,Manual,First Owner,5
525000,70378,Petrol,Dealer,Manual,First Owner,5
330000,55425,Petrol,Dealer,Manual,First Owner,7
550000,78413,Diesel,Dealer,Manual,Second Owner,7
790000,40890,Diesel,Dealer,Manual,First Owner,2
350000,34823,Petrol,Dealer,Manual,Second Owner,5
1700000,75000,Diesel,Individual,Automatic,First Owner,3
750000,55545,Diesel,Dealer,Manual,First Owner,3
409999,56541,Diesel,Dealer,Manual,First Owner,6
220000,43700,Petrol,Individual,Manual,First Owner,4
68000,120000,Petrol,Individual,Manual,Second Owner,11
290000,20000,Petrol,Individual,Manual,First Owner,3
600000,27483,Diesel,Dealer,Manual,First Owner,6
470000,8000,Petrol,Individual,Manual,First Owner,1
150000,30000,Petrol,Individual,Manual,First Owner,12
180000,56207,Petrol,Dealer,Manual,Second Owner,6
80000,70000,Petrol,Individual,Manual,First Owner,14
875000,1440,Petrol,Individual,Manual,First Owner,2
300000,50000,Petrol,Individual,Manual,First Owner,1
2800000,20000,Diesel,Individual,Automatic,First Owner,3
1330000,91195,Diesel,Dealer,Manual,First Owner,3
220000,63657,Diesel,Dealer,Manual,First Owner,9
250000,60000,Diesel,Individual,Manual,First Owner,7
919999,75000,Diesel,Dealer,Manual,First Owner,4
380000,97248,Petrol,Dealer,Manual,First Owner,7
450000,46000,Diesel,Individual,Manual,First Owner,8
770000,10000,Petrol,Individual,Automatic,First Owner,4
550000,80000,Diesel,Individual,Manual,First Owner,2
320000,100000,Diesel,Individual,Manual,Second Owner,9
400000,35000,Petrol,Individual,Manual,First Owner,7
450000,50000,Petrol,Individual,Automatic,First Owner,3
220000,90000,Diesel,Individual,Manual,Third Owner,9
400000,150000,Diesel,Individual,Manual,Second Owner,8
530000,89000,Petrol,Individual,Manual,Second Owner,7
390000,60000,Diesel,Individual,Manual,Second Owner,6
185000,100000,Diesel,Individual,Manual,Second Owner,8
300000,100000,Petrol,Individual,Manual,Second Owner,8
575000,90000,Diesel,Individual,Manual,Second Owner,6
300000,75000,Petrol,Individual,Manual,First Owner,6
425000,36000,Diesel,Dealer,Manual,First Owner,3
350000,12000,Petrol,Individual,Manual,First Owner,4
550000,12997,Diesel,Dealer,Manual,First Owner,3
500000,40000,Petrol,Individual,Automatic,First Owner,3
600000,60000,Diesel,Individual,Manual,First Owner,5
300000,25000,Diesel,Individual,Manual,Second Owner,7
1150000,26430,Diesel,Dealer,Manual,First Owner,2
475000,24600,Petrol,Dealer,Manual,First Owner,5
260000,28481,Petrol,Dealer,Manual,First Owner,9
350000,100000,Petrol,Individual,Manual,First Owner,7
750000,41988,Diesel,Dealer,Manual,First Owner,7
180000,30375,Petrol,Dealer,Manual,First Owner,11
350000,7658,Petrol,Dealer,Automatic,First Owner,3
611000,34400,Diesel,Dealer,Manual,First Owner,3
325000,18500,Petrol,Dealer,Manual,First Owner,3
225000,48000,Petrol,Dealer,Manual,First Owner,8
300000,28942,Petrol,Dealer,Automatic,First Owner,6
400000,50000,Diesel,Individual,Manual,Second Owner,3
711000,53600,Diesel,Dealer,Manual,First Owner,8
851000,53652,Diesel,Dealer,Manual,First Owner,5
500000,25000,Petrol,Individual,Manual,First Owner,6
250000,80000,Diesel,Individual,Manual,Second Owner,13
150000,50000,Petrol,Individual,Manual,First Owner,3
610000,15000,Diesel,Individual,Manual,Second Owner,4
450000,5000,Petrol,Individual,Manual,First Owner,2
744000,106000,Diesel,Individual,Manual,First Owner,3
120000,100000,Petrol,Individual,Manual,Third Owner,12
220000,60000,Petrol,Individual,Manual,Third Owner,4
480000,120000,Diesel,Individual,Manual,Fourth & Above Owner,8
370000,82000,Petrol,Individual,Automatic,First Owner,3
55000,35000,Diesel,Individual,Manual,Second Owner,17
125000,205000,Petrol,Individual,Manual,First Owner,7
260000,125000,Diesel,Individual,Manual,Third Owner,9
350000,130000,Diesel,Individual,Manual,First Owner,5
170000,97000,CNG,Individual,Manual,Second Owner,8
350000,90000,Petrol,Individual,Manual,Second Owner,5
250000,60000,Petrol,Individual,Manual,Third Owner,11
170000,60000,Diesel,Individual,Manual,First Owner,7
1300000,35000,Diesel,Individual,Manual,First Owner,2
550000,25000,Petrol,Individual,Manual,First Owner,1
400000,15000,Petrol,Individual,Manual,First Owner,3
120000,20000,Petrol,Individual,Manual,First Owner,9
275000,70000,Petrol,Individual,Manual,First Owner,10
285000,90000,Petrol,Individual,Manual,First Owner,4
900000,80000,Diesel,Individual,Manual,First Owner,4
2500000,79500,Diesel,Individual,Automatic,Second Owner,6
620000,70000,Diesel,Individual,Manual,Second Owner,7
1700000,5000,Diesel,Individual,Manual,First Owner,2
650000,15000,Petrol,Individual,Manual,First Owner,2
500000,35000,Petrol,Individual,Manual,First Owner,6
250000,120000,Diesel,Individual,Manual,Second Owner,11
950000,15000,Diesel,Individual,Manual,Second Owner,2
320000,60000,Petrol,Individual,Manual,First Owner,5
450000,120000,Diesel,Individual,Manual,First Owner,7
350000,90000,Diesel,Individual,Manual,First Owner,4
400000,90000,Petrol,Individual,Manual,First Owner,5
250000,72000,Diesel,Individual,Manual,Second Owner,11
550000,197000,Petrol,Individual,Manual,Second Owner,9
85000,70000,Petrol,Individual,Manual,Second Owner,21
52000,50000,Petrol,Individual,Manual,Third Owner,19
1200000,50000,Diesel,Individual,Automatic,First Owner,3
450000,60000,Petrol,Individual,Automatic,Third Owner,9
615000,40000,Petrol,Individual,Manual,First Owner,2
400000,60000,Diesel,Individual,Manual,Second Owner,8
60000,40000,Petrol,Individual,Manual,First Owner,7
500000,9161,Petrol,Individual,Manual,First Owner,3
600000,45000,Petrol,Individual,Manual,First Owner,5
110000,110000,Petrol,Individual,Manual,First Owner,10
175000,80000,Petrol,Individual,Manual,First Owner,7
325000,100000,Diesel,Individual,Manual,Second Owner,9
425000,90000,Diesel,Individual,Manual,First Owner,3
160000,70000,CNG,Individual,Manual,Third Owner,11
100000,80000,Petrol,Individual,Manual,Third Owner,13
390000,110000,Diesel,Individual,Manual,Second Owner,6
400000,50000,Petrol,Individual,Manual,First Owner,3
509999,5000,Petrol,Individual,Manual,First Owner,2
150000,90000,Petrol,Individual,Manual,Third Owner,12
110000,120000,Petrol,Individual,Manual,First Owner,11
450000,80000,Diesel,Individual,Manual,First Owner,7
400000,38000,Petrol,Individual,Manual,Second Owner,3
140000,120000,Petrol,Individual,Manual,First Owner,11
130000,90000,Diesel,Individual,Manual,First Owner,9
160000,50000,Petrol,Individual,Manual,First Owner,3
150000,60000,Petrol,Individual,Manual,First Owner,4
500000,100000,Diesel,Individual,Manual,Second Owner,7
40000,19000,Petrol,Individual,Manual,First Owner,9
140000,200000,Diesel,Individual,Manual,Third Owner,14
227000,70000,Diesel,Individual,Manual,Second Owner,5
285000,50000,Diesel,Individual,Manual,Second Owner,9
155000,19077,Petrol,Individual,Manual,Second Owner,8
210000,30000,Petrol,Individual,Manual,First Owner,4
140000,80000,Petrol,Individual,Manual,Second Owner,11
940000,128000,Diesel,Individual,Manual,First Owner,5
750000,80000,Diesel,Individual,Manual,First Owner,7
610000,100000,Diesel,Individual,Manual,First Owner,4
450000,50000,Diesel,Individual,Manual,First Owner,5
409999,56000,Diesel,Individual,Manual,First Owner,8
100000,21302,Petrol,Individual,Manual,First Owner,2
300000,10500,Petrol,Individual,Manual,First Owner,2
400000,107000,Diesel,Individual,Manual,First Owner,7
210000,60000,Petrol,Individual,Manual,Second Owner,10
90000,120000,Petrol,Individual,Manual,Second Owner,14
222000,70000,Petrol,Individual,Manual,First Owner,10
240000,50000,Petrol,Individual,Manual,Second Owner,5
450000,70000,Diesel,Individual,Manual,Second Owner,7
735000,55300,Diesel,Dealer,Automatic,First Owner,8
285000,74300,Diesel,Dealer,Manual,First Owner,8
350000,48781,Petrol,Dealer,Manual,First Owner,10
290000,87620,Diesel,Dealer,Automatic,First Owner,10
890000,40219,Diesel,Dealer,Automatic,First Owner,3
385000,11473,Petrol,Dealer,Manual,First Owner,9
425000,8352,Petrol,Dealer,Manual,First Owner,3
525000,9745,Petrol,Dealer,Automatic,First Owner,3
550000,9748,Petrol,Dealer,Manual,First Owner,3
271000,49000,Petrol,Dealer,Manual,First Owner,8
1490000,20694,Diesel,Dealer,Manual,First Owner,2
490000,31080,Petrol,Dealer,Manual,First Owner,5
260000,37605,Petrol,Dealer,Manual,First Owner,6
455000,55850,Diesel,Dealer,Manual,First Owner,6
75000,58850,Petrol,Dealer,Manual,First Owner,10
421000,23839,Petrol,Dealer,Manual,First Owner,5
550000,54000,Diesel,Dealer,Manual,First Owner,4
330000,38000,Petrol,Dealer,Automatic,First Owner,7
390000,45454,Diesel,Dealer,Manual,First Owner,8
599000,46957,Diesel,Dealer,Automatic,First Owner,5
110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,13
250000,25000,Petrol,Individual,Manual,First Owner,4
600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,8
280000,190000,Diesel,Individual,Manual,Second Owner,12
2700000,25000,Diesel,Individual,Automatic,First Owner,2
80000,90000,Petrol,Individual,Manual,First Owner,12
350000,5000,Petrol,Individual,Manual,First Owner,1
475000,60000,Diesel,Individual,Manual,First Owner,5
